大	A
前	A
天	A
傍	B
晚	B
。	O
上	A
上	A
星	A
期	A
六	A
从	B
中	B
午	B
二	B
十	B
一	B
点	B
二	B
十	B
一	B
分	B
到	B
下	B
午	B
十	B
六	B
点	B
四	B
十	B
三	B
分	B
。	O
昨	A
天	A
晚	B
上	B
。	O
明	A
天	A
下	B
午	B
。	O
昨	A
天	A
早	B
晨	B
。	O
今	A
天	A
凌	B
晨	B
。	O
上	A
上	A
星	A
期	A
一	A
晚	B
上	B
十	B
二	B
点	B
整	B
到	B
上	B
午	B
二	B
十	B
一	B
点	B
四	B
十	B
分	B
左	B
右	B
。	O
上	A
礼	A
拜	A
日	A
晚	B
上	B
八	B
点	B
二	B
十	B
八	B
分	B
到	B
凌	B
晨	B
四	B
点	B
三	B
刻	B
左	B
右	B
。	O
大	A
前	A
天	A
凌	B
晨	B
。	O
上	A
礼	A
拜	A
天	A
下	B
午	B
二	B
十	B
点	B
十	B
一	B
分	B
左	B
右	B
至	B
晚	B
上	B
五	B
点	B
整	B
之	B
间	B
。	O
一	A
九	A
八	A
四	A
年	A
上	A
上	A
个	A
月	A
四	A
号	A
十	B
一	B
点	B
十	B
分	B
。	O
上	A
礼	A
拜	A
六	A
从	B
下	B
午	B
二	B
十	B
点	B
十	B
一	B
分	B
左	B
右	B
到	B
晚	B
上	B
五	B
点	B
整	B
。	O
一	A
九	A
七	A
零	A
年	A
四	A
月	A
九	A
号	A
傍	B
晚	B
二	B
十	B
三	B
点	B
四	B
十	B
五	B
分	B
左	B
右	B
。	O
昨	A
天	A
上	B
午	B
。	O
大	A
后	A
天	A
中	B
午	B
。	O
上	A
上	A
星	A
期	A
五	A
傍	B
晚	B
十	B
点	B
三	B
十	B
四	B
分	B
到	B
凌	B
晨	B
十	B
七	B
点	B
五	B
十	B
一	B
分	B
左	B
右	B
。	O
上	A
礼	A
拜	A
三	A
中	B
午	B
七	B
点	B
二	B
十	B
一	B
分	B
左	B
右	B
到	B
凌	B
晨	B
十	B
九	B
点	B
五	B
十	B
五	B
分	B
。	O
六	A
二	A
年	A
一	A
月	A
七	A
日	A
下	B
午	B
一	B
点	B
二	B
十	B
九	B
分	B
。	O
后	A
天	A
下	B
午	B
。	O
下	A
下	A
礼	A
拜	A
六	A
从	B
上	B
午	B
十	B
八	B
点	B
四	B
十	B
九	B
分	B
左	B
右	B
到	B
中	B
午	B
五	B
点	B
五	B
十	B
分	B
左	B
右	B
。	O
二	A
零	A
二	A
六	A
年	A
十	A
二	A
月	A
十	A
四	A
日	A
晚	B
上	B
九	B
点	B
二	B
十	B
三	B
分	B
。	O
周	A
天	A
凌	B
晨	B
二	B
点	B
二	B
十	B
分	B
到	B
早	B
晨	B
九	B
点	B
十	B
四	B
分	B
左	B
右	B
。	O
二	A
零	A
一	A
二	A
年	A
三	A
月	A
十	A
号	A
下	B
午	B
零	B
点	B
五	B
十	B
五	B
分	B
左	B
右	B
。	O
九	A
六	A
年	A
五	A
月	A
二	A
十	A
三	A
日	A
晚	B
上	B
二	B
点	B
二	B
十	B
二	B
分	B
。	O
一	A
九	A
四	A
五	A
年	A
七	A
月	A
七	A
号	A
凌	B
晨	B
六	B
点	B
四	B
十	B
五	B
分	B
左	B
右	B
。	O
大	A
前	A
天	A
晚	B
上	B
。	O
一	A
九	A
九	A
四	A
年	A
十	A
一	A
月	A
三	A
号	A
晚	B
上	B
一	B
点	B
二	B
十	B
三	B
分	B
。	O
下	A
下	A
礼	A
拜	A
六	A
中	B
午	B
八	B
点	B
二	B
十	B
三	B
分	B
至	B
下	B
午	B
七	B
点	B
零	B
九	B
分	B
之	B
间	B
。	O
下	A
礼	A
拜	A
日	A
上	B
午	B
二	B
十	B
点	B
十	B
二	B
分	B
到	B
傍	B
晚	B
一	B
点	B
五	B
十	B
三	B
分	B
左	B
右	B
。	O
零	A
三	A
年	A
二	A
月	A
八	A
号	A
傍	B
晚	B
三	B
点	B
五	B
十	B
二	B
分	B
左	B
右	B
。	O
五	A
三	A
年	A
正	A
月	A
二	A
十	A
七	A
号	A
上	B
午	B
十	B
点	B
五	B
十	B
六	B
分	B
左	B
右	B
。	O
星	A
期	A
五	A
晚	B
上	B
零	B
点	B
二	B
十	B
四	B
分	B
至	B
晚	B
上	B
九	B
点	B
五	B
十	B
三	B
分	B
左	B
右	B
之	B
间	B
。	O
两	A
千	A
年	A
二	A
月	A
二	A
十	A
七	A
号	A
晚	B
上	B
二	B
十	B
二	B
点	B
三	B
十	B
六	B
分	B
。	O
今	A
天	A
下	B
午	B
。	O
大	A
后	A
天	A
早	B
晨	B
。	O
今	A
天	A
凌	B
晨	B
。	O
一	A
九	A
一	A
八	A
年	A
九	A
月	A
六	A
号	A
晚	B
上	B
十	B
三	B
点	B
三	B
十	B
九	B
分	B
左	B
右	B
。	O
下	A
一	A
年	A
二	A
月	A
十	A
八	A
日	A
六	B
点	B
二	B
十	B
八	B
分	B
。	O
前	A
天	A
傍	B
晚	B
。	O
上	A
上	A
星	A
期	A
三	A
晚	B
上	B
二	B
十	B
四	B
点	B
四	B
十	B
分	B
左	B
右	B
到	B
早	B
晨	B
二	B
点	B
二	B
十	B
三	B
分	B
左	B
右	B
。	O
昨	A
天	A
上	B
午	B
。	O
上	A
周	A
日	A
早	B
晨	B
十	B
一	B
点	B
四	B
十	B
一	B
分	B
至	B
晚	B
上	B
一	B
点	B
二	B
十	B
分	B
之	B
间	B
。	O
二	A
零	A
一	A
一	A
年	A
正	A
月	A
九	A
号	A
晚	B
上	B
十	B
点	B
十	B
七	B
分	B
左	B
右	B
。	O
一	A
九	A
八	A
六	A
年	A
下	A
下	A
个	A
月	A
二	A
十	A
五	A
日	A
下	B
午	B
三	B
点	B
四	B
十	B
二	B
分	B
左	B
右	B
。	O
一	A
九	A
六	A
六	A
年	A
十	A
二	A
月	A
十	A
号	A
五	B
点	B
十	B
分	B
。	O
一	A
九	A
七	A
九	A
年	A
上	A
上	A
个	A
月	A
二	A
十	A
一	A
日	A
中	B
午	B
十	B
九	B
点	B
一	B
刻	B
。	O
下	A
星	A
期	A
五	A
凌	B
晨	B
二	B
点	B
二	B
十	B
分	B
至	B
早	B
晨	B
九	B
点	B
十	B
四	B
分	B
左	B
右	B
之	B
间	B
。	O
大	A
前	A
天	A
下	B
午	B
。	O
昨	A
天	A
上	B
午	B
。	O
后	A
年	A
四	A
月	A
二	A
十	A
四	A
日	A
下	B
午	B
六	B
点	B
十	B
一	B
分	B
左	B
右	B
。	O
下	A
星	A
期	A
三	A
从	B
傍	B
晚	B
二	B
点	B
零	B
八	B
分	B
到	B
早	B
晨	B
十	B
九	B
点	B
三	B
十	B
九	B
分	B
。	O
明	A
天	A
中	B
午	B
。	O
昨	A
天	A
早	B
晨	B
。	O
下	A
星	A
期	A
一	A
从	B
中	B
午	B
七	B
点	B
二	B
十	B
一	B
分	B
左	B
右	B
到	B
凌	B
晨	B
十	B
九	B
点	B
五	B
十	B
五	B
分	B
。	O
一	A
九	A
三	A
六	A
年	A
十	A
月	A
十	A
九	A
日	A
中	B
午	B
十	B
四	B
点	B
四	B
十	B
一	B
分	B
。	O
大	A
后	A
天	A
晚	B
上	B
。	O
上	A
