从	O
晚	A
上	A
十	A
九	A
点	A
四	A
十	A
二	A
分	A
到	O
晚	B
上	B
十	B
三	B
点	B
二	B
十	B
三	B
分	B
左	B
右	B
。	O
从	O
中	A
午	A
六	A
点	A
十	A
九	A
分	A
到	O
下	B
午	B
零	B
点	B
零	B
九	B
分	B
左	B
右	B
。	O
上	A
午	A
十	A
八	A
点	A
十	A
五	A
分	A
到	O
上	B
午	B
七	B
点	B
零	B
四	B
分	B
。	O
凌	A
晨	A
十	A
二	A
点	A
二	A
十	A
分	A
左	A
右	A
到	O
下	B
午	B
十	B
四	B
点	B
二	B
十	B
二	B
分	B
左	B
右	B
。	O
傍	A
晚	A
十	A
六	A
点	A
四	A
十	A
二	A
分	A
到	O
上	B
午	B
二	B
十	B
一	B
点	B
四	B
十	B
一	B
分	B
左	B
右	B
。	O
下	A
午	A
十	A
五	A
点	A
二	A
十	A
七	A
分	A
左	A
右	A
至	O
上	B
午	B
零	B
点	B
十	B
三	B
分	B
左	B
右	B
之	O
间	O
。	O
中	A
午	A
三	A
点	A
五	A
十	A
四	A
分	A
左	A
右	A
到	O
十	B
九	B
点	B
四	B
十	B
分	B
。	O
从	O
傍	A
晚	A
二	A
十	A
点	A
二	A
十	A
四	A
分	A
到	O
傍	B
晚	B
二	B
十	B
三	B
点	B
零	B
一	B
分	B
。	O
凌	A
晨	A
三	A
点	A
零	A
四	A
分	A
到	O
早	B
晨	B
四	B
点	B
二	B
十	B
九	B
分	B
。	O
傍	A
晚	A
十	A
四	A
点	A
三	A
十	A
八	A
分	A
至	O
晚	B
上	B
零	B
点	B
四	B
十	B
四	B
分	B
左	B
右	B
之	O
间	O
。	O
五	A
点	A
四	A
十	A
三	A
分	A
到	O
十	B
七	B
点	B
零	B
六	B
分	B
。	O
从	O
十	A
九	A
点	A
二	A
十	A
三	A
分	A
到	O
傍	B
晚	B
四	B
点	B
四	B
十	B
七	B
分	B
。	O
早	A
晨	A
一	A
点	A
三	A
十	A
四	A
分	A
左	A
右	A
至	O
晚	B
上	B
十	B
六	B
点	B
零	B
九	B
分	B
左	B
右	B
之	O
间	O
。	O
八	A
点	A
三	A
十	A
七	A
分	A
到	O
早	B
晨	B
七	B
点	B
二	B
十	B
九	B
分	B
。	O
从	O
下	A
午	A
十	A
五	A
点	A
二	A
十	A
七	A
分	A
左	A
右	A
到	O
上	B
午	B
零	B
点	B
十	B
三	B
分	B
左	B
右	B
。	O
傍	A
晚	A
二	A
十	A
三	A
点	A
三	A
十	A
一	A
分	A
到	O
凌	B
晨	B
四	B
点	B
半	B
。	O
晚	A
上	A
十	A
五	A
点	A
四	A
十	A
分	A
到	O
傍	B
晚	B
八	B
点	B
十	B
五	B
分	B
左	B
右	B
。	O
早	A
晨	A
二	A
点	A
二	A
十	A
六	A
